5163973189569359,2025-05-08 10:16:53,欢迎来韩束京东自营旗舰店获取更多韩束品牌全球代言人@丁禹兮  同款惊喜好物  #京东新品# #京东重磅新品日# #超级星粉日# 共同开启悦享护肤时刻,30836,1993299944
5163969015448498,2025-05-08 10:00:18,从“品牌代言”到“全球同行”💎@丁禹兮🔅与韩束的每一步都诉说着敢为人先的勇气🔮他以角色传递深情🌟她以成分诠释科学💘共同书写中国美妆的全球传奇🏆,29618,6294896517
5163969016498890,2025-05-08 10:00:18,从“品牌代言”到“全球同行”💎@丁禹兮🔅与韩束的每一步都诉说着敢为人先的勇气🔮他以角色传递深情🌟她以成分诠释科学💘共同书写中国美妆的全球传奇🏆,28012,2931211651
5163969019904965,2025-05-08 10:00:19,恭喜@丁禹兮 先生升级为韩束全球品牌代言人🎊与@韩束KANS 携手开启全新征途🔝丁禹兮持续为韩束注入了年轻、自信、实力等具备生命力的要素🌱倾情演绎了年轻朝气与自信态度☀️期待未来丁禹兮与韩束共赴繁花盛景🌸,26920,3592375633
5163969012045304,2025-05-08 10:00:17,@丁禹兮   × 韩束✨他是镜头前的光芒四射者🔮她是肌肤年轻的守护神💘与韩束全球品牌代言人丁禹兮携手💚以实力为墨，共绘全球年轻肌肤的绚烂画卷🎨,26002,7498757251
5163969015710707,2025-05-08 10:00:18,@丁禹兮✨× 韩束☘️他用演技征服观众🔆她用科研冻结时间🌍✨科学抗老，东方底气——让全球肌肤共享中国美妆的温柔力量💘‼️,25006,3880535925
5163969020428347,2025-05-08 10:00:18,🕶是科学抗衰实力派@韩束KANS，🔫是打脸唱衰演技派@丁禹兮💚。这一次，让🙌🏻同频共振的领域佼佼者们，💚用能力打破质疑。💚,24025,5172348024
5163969014665459,2025-05-08 10:00:18,从“品牌代言”到“全球同行”💎@丁禹兮🔅与韩束的每一步都诉说着敢为人先的勇气🔮他以角色传递深情🌟她以成分诠释科学💘共同书写中国美妆的全球传奇🏆,23439,7423253479
5163969024360580,2025-05-08 10:00:19,💚丁禹兮携手@韩束KANS 一起展开奇「束」妙想✅探索护肤秘籍📖唤醒肌肤活力，尽释多面魅力！💚 @丁禹兮,22696,5611273038
5163969019641960,2025-05-08 10:00:18,心动碰撞💚显影动人💫国货需要的不止一声呐喊，而是被认真看见✅正如品牌全球代言人丁禹兮，一路披荆斩棘，充实自我，终于星光满载，锋芒毕露⭐️这次升级联手，期待韩束的升级惊喜☝🏻 @丁禹兮,22062,7480876556
5163969020169141,2025-05-08 10:00:19,@丁禹兮  × 韩束✨他是镜头前的光芒四射者🔮她是肌肤年轻的守护神💘与韩束全球品牌代言人丁禹兮携手💚以实力为墨，共绘全球年轻肌肤的绚烂画卷🎨,20868,6249483190
5163969018858739,2025-05-08 10:00:19,从“品牌代言”到“全球同行”💎@丁禹兮🔅与韩束的每一步都诉说着敢为人先的勇气🔮他以角色传递深情🌟她以成分诠释科学💘共同书写中国美妆的全球传奇🏆,19834,2653015693
5163969015450991,2025-05-08 10:00:18,恭喜宝宝成为韩束品牌全球代言人🥳🥳🥳太帅啦太帅啦！！！！,19744,6325139557
5163969016235692,2025-05-08 10:00:18,萌物中的萌物 萌物中的支配者 萌物中的统治者 萌物中之主 萌物的终结者 萌王 萌师 萌神 压倒性的萌物 萌物史上永垂不朽的巅峰,19710,6230518150
5163969010469806,2025-05-08 10:00:17,从“品牌代言”到“全球同行”💎@丁禹兮🔅与韩束的每一步都诉说着敢为人先的勇气🔮他以角色传递深情🌟她以成分诠释科学💘共同书写中国美妆的全球传奇🏆,19033,2372948915
5163969015975102,2025-05-08 10:00:18,@丁禹兮  × 韩束✨他是镜头前的光芒四射者🔮她是肌肤年轻的守护神💘与韩束全球品牌代言人丁禹兮携手💚以实力为墨，共绘全球年轻肌肤的绚烂画卷🎨,18372,2174401875
5163969024886968,2025-05-08 10:00:20,💚@丁禹兮携手韩束@韩束KANS ，探索护肤新境界，让每一寸肌肤都焕发自然光彩🤲🏻重拾青春活力，拥抱美丽生活。💚,17713,6356124474
5163969007851134,2025-05-08 10:00:16,@丁禹兮💘以敬畏雕琢时光⏳韩束以极致追求科学🔮共同书写东方美学与全球年轻力量的辉煌篇章🌟🌍,15882,5226430338
5163969010991804,2025-05-08 10:00:17,💚@丁禹兮携手韩束@韩束KANS ，探索护肤新境界，让每一寸肌肤都焕发自然光彩🤲🏻重拾青春活力，拥抱美丽生活。💚,15229,7774189959
5163969012043082,2025-05-08 10:00:17,怀揣对未来的“兮”冀，你“禹”我，相遇在这个暖冬，让@韩束KANS 代表底气，让我们展现年轻。@丁禹兮,15065,7960981425
5166281037974654,2025-05-14 19:07:27,我今天中午点的没问题呀，下午3点又点了奶茶，十分钟就送到了,1,6668805406
5166285722751151,2025-05-14 19:26:04,天天点，没任何毛病,1,1760616432
